Respondents,party,post,age,ethnicity,sex,religion,profession,marital,income,locality,education,years_politics,healthy_politics,other_party_comm,other_party,internal_conf_sat,fund,compromise,trust_others,separation_power,nature_bd_politics,virtue_1,virtue_1,election_confidence,party_wings,party_members,follow_nation,harmful_nation,constitution_sat,ethnic_network,student_wing_sat,singular_ideology,internal_dem,party_hierarchy,emotional,logical,logic_change,ind_cons_lib,party_cons_lib,conform_party_id,ind_ideo_imp,economy,military_spend,ext_interfere,ally_nation,narcissism,govt_sat,gen_equality,liberation_war,govt_sector_Health,govt_sector_education,values_1,values_2,route_power,source_info,tolerance,sex_lib,death_penalty,religiosity,fav_media,time_media,sac_afterlife,violence,ind_collect,rel_pol,fav_book,fav_leader
120,BAL,"Organizing Secretary, Chattogram North",Forty One-Fifty,Bengali,Female,Islam,teacher,Married,<Thirty Thousand,Semi-urban,Honours,>Thirty years,Yes,No,Basod,Totally,All of the above,Not at all,Not at all,Totally,Democratic,"Bangladesh Women's Awami League, which believes in non-communal spirit, is the struggling president of Bangladesh Awami League, working according to the direction of the Honorable Prime Minister, ensuring the empowerment of women, efforts to enrich SlightlySlightly% of women in Bangladesh Awami League, and ensuring the victory of the boat in the upcoming national elections is our main goal now.",Policymaker,Totally,Not quite,Not at allNot at all,"Japan, India",pakistan,Totally,Not quite,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Totally,A lot,Not at all,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Internet,A lot,Not at all,Totally,Little bit,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Not at all,oshomapto attojiboni,Sheikh Mujibur Rahman
121,BAL,"Member of Parliament, Noakhali-3",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,Slightly,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
122,BAL,"Deputy Office Secretary, Upazilla ASL",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,Little bit,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
123,BAL,"Chairman, Zilla Parishad, Khulna",>Sixty,Bengali,Male,Islam,teacher,Married,>Two Lac,Rural,Honours,>Thirty years,Yes,Yes,BAL,A lot,All of the above,A lot,Totally,Totally,Democratic,Human welfare,honesty,Totally,Not quite,Not at all,"India, singapur",NO One,Totally,Totally,Little bit,Little bit,Totally,Not quite,Not quite,Totally,Slightly,Little bit,A lot,Totally,A lot,A lot,Little bit,Little bit,India,Totally,Totally,Totally,Totally,Education,Social safety,Honesty,Intelligence,Majority through elections,Family friends,A lot,Little bit,Little bit,A lot,FB-Messenger,One-Two hr,Slightly,Slightly,A lot,Totally,oshomapto attojiboni,Sheikh Mujibur Rahman
124,BAL,"Joint Secretary, Upazilla AL",Forty One-Fifty,Bengali,Female,Islam,social worker,Married,<Thirty Thousand,Semi-urban,Equivalent Religious Education,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not quite,Little bit,Totally,Democracy Shariah,Party solidarity and betterment of country and pm sheikh hasia,Solidarity,Totally,Not at allSlightly,99,No country,Not answered,Little bit,A lot,Totally,Totally,Totally,Not quite,Not quite,Totally,Not at all,Slightly,Slightly,Totally,A lot,Totally,Little bit,Not quite,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Logic,Majority through elections,Social media,Totally,Not at all,Slightly,Totally,FB-Messenger,>Three hr,Totally,Not at all,A lot,Slightly,Not answered,Sheikh Mujibur Rahman
125,BAL,"Vice President, Dhaka Zilla AL",Thirty-Forty,Bengali,Male,Islam,driver,Married,<Thirty Thousand,Rural,Primary,<Ten years,Yes,No,Basod,A lot,Party treasury,Not quite,Little bit,A lot,Democratic,Ensure equality,honesty,A lot,Totally,99,Not answered,Not answered,A lot,Slightly,Totally,Little bit,A lot,Not at all,A lot,Slightly,Little bit,Not quite,Little bit,A lot,Not quite,Little bit,Little bit,Slightly,India,Totally,Totally,Little bit,Totally,Health,Social safety,Honesty,Tolerance,Majority through elections,Party members,A lot,Not at all,Little bit,A lot,FB-Messenger,<One hr,Totally,Not quite,A lot,Not quite,Not answered,Sheikh mujib
126,BAL,"Assistant Secretary, Central AL",Fifty One-Sixty,Bengali,Male,Islam,business,Married,>Two Lac,Urban,Honours,>Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not quite,Little bit,Totally,Democratic,Economic freedom and justice eshtablishment,ideology of mujib,A lot,Not at all,A lot,"japan, china",USA,Little bit,A lot,A lot,Little bit,A lot,Not quite,Not quite,A lot,Not at all,Totally,Totally,Totally,Not at all,Little bit,A lot,Not quite,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Party members,A lot,A lot,Slightly,Slightly,WhatsApp,One-Two hr,Not quite,Not at all,Totally,Totally,Satkahon,Sheikh Mujibur Rahman
127,BAL,"Member, Zilla AL (Pabna)",Thirty-Forty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Rural,Honours,<Ten years,No,Yes,BAL,Little bit,Party treasury,A lot,A lot,Totally,Democratic,healthy democracy,honesty,Little bit,0,99,"USA, China",India,A lot,Totally,Little bit,Not quite,Little bit,Not at all,Not at all,Totally,Not quite,Totally,Little bit,Little bit,Not quite,Slightly,Totally,Little bit,99,Little bit,Slightly,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Social media,A lot,Totally,Little bit,Little bit,FB-Messenger,Two-Three hr,Little bit,Not at all,Totally,Totally,Padma Nodir Majhi,Sheikh Mujibur Rahman
128,BAL,Union Member from BAL,>Sixty,Bengali,Male,Islam,family business,Married,One-Two Lac,Rural,Higher-Secondary,>Thirty years,Yes,Yes,CPB,Little bit,All of the above,Little bit,Little bit,Totally,Democratic,working for people,Essence of liberation war,Little bit,Slightly,Not quite,India,America,Totally,Totally,Slightly,Little bit,A lot,Not at all,Little bit,A lot,Not quite,Slightly,Little bit,Totally,Little bit,Little bit,A lot,Not at all,India,Totally,Totally,A lot,Totally,Social safety,Infrastructure,Intelligence,Honesty,Majority through elections,Family friends,A lot,Not quite,Totally,A lot,WhatsApp,<One hr,Not quite,Not quite,Totally,Totally,Muktijuddho o Bangladesh,Sheikh Mujib
129,BAL,"General Secretary, Zilla AL Lawyers Association",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,A lot,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
130,BAL,"Member of Parliament, Mymensingh-10",Thirty-Forty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Rural,Honours,<Ten years,No,Yes,BAL,Little bit,Party treasury,A lot,A lot,Totally,Democratic,healthy democracy,honesty,Little bit,0,99,"USA, China",India,A lot,Totally,Little bit,Not quite,Little bit,Not at all,Not at all,Totally,Not quite,Totally,Little bit,Little bit,Not quite,Little bit,Totally,Little bit,99,Little bit,Slightly,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Social media,A lot,Totally,Little bit,Little bit,FB-Messenger,Two-Three hr,Little bit,Not at all,Totally,Totally,Padma Nodir Majhi,Sheikh Mujibur Rahman
131,BAL,"President, Upazilla Women AL",Fifty One-Sixty,Bengali,Male,Islam,job,Married,Fifty-Eighty Thousand,Rural,Masters,Ten-Twenty years,Yes,Yes,BAL,Little bit,Local donors,Not quite,Little bit,A lot,Democratic,bring smile to hardworking people,Be like Bongobandhu,A lot,Not at allNot at all,99,"malaysia, singapur",Israel,Little bit,A lot,Little bit,Totally,Little bit,Not quite,Slightly,Little bit,Not at all,A lot,A lot,Totally,Not quite,Totally,Little bit,Not at all,India,A lot,Little bit,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Internet,Little bit,Not quite,A lot,Little bit,FB-Messenger,Two-Three hr,A lot,Not quite,Totally,Totally,shobkichu venge pore,Sheikh Mujibur Rahman
132,BAL,"Assistant Joint Secretary, AL (Central)",Thirty-Forty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Urban,Higher-Secondary,Twenty-Thirty years,No,Yes,CPB_CPB,Slightly,Local donors,Slightly,Little bit,A lot,Democracy Shariah,eshtablishment of the essence of the liberation war,patriotism,A lot,Totally,Not at all,"India, Canada",Israel,Little bit,Little bit,Slightly,Not quite,Slightly,Not at all,Little bit,Little bit,Not quite,Slightly,Not quite,A lot,Not quite,Totally,A lot,Not at all,India,Totally,A lot,A lot,Totally,Education,Military,Honesty,Tolerance,Majority through elections,Party members,A lot,Not quite,A lot,Slightly,FB-Messenger,Two-Three hr,A lot,Slightly,Totally,A lot,Himu,Sheikh Mujibur Rahman
133,BAL,"Member of Parliament, Satkhira-2",Fifty One-Sixty,Bengali,Male,Islam,business,Married,Eighty K-One Lac,Semi-urban,Honours,Twenty-Thirty years,No,Yes,CPB,Little bit,All of the above,Not quite,Little bit,A lot,Democratic,Help the country and its people,Loyalty to the party,Totally,Not quiteA lot,Not quite,"China, Russia",USA,A lot,A lot,Little bit,Little bit,Slightly,Not at all,Slightly,A lot,Little bit,A lot,A lot,Little bit,Little bit,A lot,Slightly,Not at all,Russia,A lot,Little bit,A lot,A lot,Education,Health,Intelligence,Tolerance,Majority through elections,Internet,Little bit,A lot,A lot,Not quite,FB-Messenger,One-Two hr,Not at all,Not quite,Totally,Totally,Madhukari,Sheikh Mujibur Rahman
134,BAL,"General Secretary, Feni Zilla AL",Forty One-Fifty,Bengali,Female,Islam,teacher,Married,<Thirty Thousand,Semi-urban,Honours,>Thirty years,Yes,No,Basod,Totally,All of the above,Not at all,Not at all,Totally,Democratic,"Bangladesh Women's Awami League, which believes in non-communal spirit, is the struggling president of Bangladesh Awami League, working according to the direction of the Honorable Prime Minister, ensuring the empowerment of women, efforts to enrich SlightlySlightly% of women in Bangladesh Awami League, and ensuring the victory of the boat in the upcoming national elections is our main goal now.",Policymaker,Totally,Not quite,Not at allNot at all,"Japan, India",pakistan,Totally,Not quite,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Totally,Totally,Not at all,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Internet,A lot,Not at all,Totally,Little bit,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Not at all,oshomapto attojiboni,Sheikh Mujibur Rahman
135,BAL,"Joint Secretary, Upazilla AL",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,Little bit,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
136,BAL,"Member, Zilla AL (Rangpur)",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,A lot,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
137,BAL,Union Member from BAL,>Sixty,Bengali,Male,Islam,teacher,Married,>Two Lac,Rural,Honours,>Thirty years,Yes,Yes,BAL,A lot,All of the above,A lot,Totally,Totally,Democratic,Human welfare,honesty,Totally,Not quite,Not at all,"India, singapur",NO One,Totally,Totally,Little bit,Little bit,Totally,Not quite,Not quite,Totally,Slightly,Little bit,A lot,Totally,A lot,Little bit,Little bit,Little bit,India,Totally,Totally,Totally,Totally,Education,Social safety,Honesty,Intelligence,Majority through elections,Family friends,A lot,Little bit,Little bit,A lot,FB-Messenger,One-Two hr,Slightly,Slightly,A lot,Totally,oshomapto attojiboni,Sheikh Mujibur Rahman
138,BAL,"Vice President, Kishoreganj Zilla AL",Forty One-Fifty,Bengali,Female,Islam,social worker,Married,<Thirty Thousand,Semi-urban,Equivalent Religious Education,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not quite,Little bit,Totally,Democracy Shariah,Party solidarity and betterment of country and pm sheikh hasia,Solidarity,Totally,Not at allSlightly,99,No country,Not answered,Little bit,A lot,Totally,Totally,Totally,Not quite,Not quite,Totally,Not at all,Slightly,Slightly,Totally,A lot,A lot,Little bit,Not quite,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Logic,Majority through elections,Social media,Totally,Not at all,Slightly,Totally,FB-Messenger,>Three hr,Totally,Not at all,A lot,Slightly,Not answered,Sheikh Mujibur Rahman
139,BAL,"Deputy Office Secretary, Upazilla ASL",Thirty-Forty,Bengali,Male,Islam,driver,Married,<Thirty Thousand,Rural,Primary,<Ten years,Yes,No,Basod,A lot,Party treasury,Not quite,Little bit,A lot,Democratic,Ensure equality,honesty,A lot,Totally,99,Not answered,Not answered,A lot,Slightly,Totally,Little bit,A lot,Not at all,A lot,Slightly,Little bit,Not quite,Little bit,A lot,Not quite,Slightly,Little bit,Slightly,India,Totally,Totally,Little bit,Totally,Health,Social safety,Honesty,Tolerance,Majority through elections,Party members,A lot,Not at all,Little bit,A lot,FB-Messenger,<One hr,Totally,Not quite,A lot,Not quite,Not answered,Sheikh mujib
140,BAL,"Chairman, Zilla Parishad, Barisal",Fifty One-Sixty,Bengali,Male,Islam,business,Married,>Two Lac,Urban,Honours,>Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not quite,Little bit,Totally,Democratic,Economic freedom and justice eshtablishment,ideology of mujib,A lot,Not at all,A lot,"japan, china",USA,Little bit,A lot,A lot,Little bit,A lot,Not quite,Not quite,A lot,Not at all,Totally,Totally,Totally,Not at all,Little bit,A lot,Not quite,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Party members,A lot,A lot,Slightly,Slightly,WhatsApp,One-Two hr,Not quite,Not at all,Totally,Totally,Satkahon,Sheikh Mujibur Rahman
141,BAL,"Organizing Secretary, Dhaka South",Thirty-Forty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Rural,Honours,<Ten years,No,Yes,BAL,Little bit,Party treasury,A lot,A lot,Totally,Democratic,healthy democracy,honesty,Little bit,0,99,"USA, China",India,A lot,Totally,Little bit,Not quite,Little bit,Not at all,Not at all,Totally,Not quite,Totally,Little bit,Little bit,Not quite,A lot,Totally,Little bit,99,Little bit,Slightly,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Social media,A lot,Totally,Little bit,Little bit,FB-Messenger,Two-Three hr,Little bit,Not at all,Totally,Totally,Padma Nodir Majhi,Sheikh Mujibur Rahman
142,BAL,"Assistant Secretary, AL (Central)",>Sixty,Bengali,Male,Islam,family business,Married,One-Two Lac,Rural,Higher-Secondary,>Thirty years,Yes,Yes,CPB,Little bit,All of the above,Little bit,Little bit,Totally,Democratic,working for people,Essence of liberation war,Little bit,Slightly,Not quite,India,America,Totally,Totally,Slightly,Little bit,A lot,Not at all,Little bit,A lot,Not quite,Slightly,Little bit,Totally,Little bit,Totally,A lot,Not at all,India,Totally,Totally,A lot,Totally,Social safety,Infrastructure,Intelligence,Honesty,Majority through elections,Family friends,A lot,Not quite,Totally,A lot,WhatsApp,<One hr,Not quite,Not quite,Totally,Totally,Muktijuddho o Bangladesh,Sheikh Mujib
143,BAL,"Joint Secretary, Upazilla AL",Forty One-Fifty,Bengali,Male,Islam,lawyer,Married,Thirty-Fifty Thousand,Rural,Honours,Twenty-Thirty years,Yes,Yes,Basod,Totally,Party treasury,Not at all,A lot,Totally,Democratic,serving humanity,Ideal person,Totally,Not at all,Slightly,"India, China",USA,Totally,Totally,Totally,Totally,Totally,Not quite,Totally,Totally,Not at all,Totally,Totally,Totally,Little bit,Little bit,A lot,Not at all,India,Totally,Totally,Totally,Totally,Education,Health,Honesty,Faith,Majority through elections,Social media,Little bit,Not at all,Totally,Totally,FB-Messenger,>Three hr,Not at all,Not at all,Totally,Totally,Quran,Sheikh Mujibur Rahman
144,BAL,"Member of Parliament, Jessore-4",Thirty-Forty,Bengali,Male,Islam,business,Married,Fifty-Eighty Thousand,Rural,Honours,<Ten years,No,Yes,BAL,Little bit,Party treasury,A lot,A lot,Totally,Democratic,healthy democracy,honesty,Little bit,0,99,"USA, China",India,A lot,Totally,Little bit,Not quite,Little bit,Not at all,Not at all,Totally,Not quite,Totally,Little bit,Little bit,Not quite,Little bit,Totally,Little bit,99,Little bit,Slightly,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Social media,A lot,Totally,Little bit,Little bit,FB-Messenger,Two-Three hr,Little bit,Not at all,Totally,Totally,Padma Nodir Majhi,Sheikh Mujibur Rahman
145,BAL,"General Secretary, Zilla AL Lawyers Association",Fifty One-Sixty,Bengali,Male,Islam,job,Married,Fifty-Eighty Thousand,Rural,Masters,Ten-Twenty years,Yes,Yes,BAL,Little bit,Local donors,Not quite,Little bit,A lot,Democratic,bring smile to hardworking people,Be like Bongobandhu,A lot,Not at allNot at all,99,"malaysia, singapur",Israel,Little bit,A lot,Little bit,Totally,Little bit,Not quite,Slightly,Little bit,Not at all,A lot,A lot,Totally,Not quite,Slightly,Little bit,Not at all,India,A lot,Little bit,Totally,Totally,Education,Health,Honesty,Tolerance,Majority through elections,Internet,Little bit,Not quite,A lot,Little bit,FB-Messenger,Two-Three hr,A lot,Not quite,Totally,Totally,shobkichu venge pore,Sheikh Mujibur Rahman
